Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
1979.620.50,False,False,360127,Drawings and Prints,Print,"Le déjeuner sur l'herbe, after Manet I",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Hidalgo Arnéra|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Arnéra, Hidalgo|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1962,1962,1962,Linoleum cut,"block: 20 13/16 x 25 1/4 in. (52.9 x 64.1 cm)
sheet: 24 3/8 x 29 5/8 in. (61.9 x 75.2 cm)","The Mr. and Mrs. Charles Kramer Collection, Gift of Mr. and Mrs. Charles Kramer, 1979",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/360127,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1983.1212.22,False,False,360128,Drawings and Prints,Print,Game on the Beach,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Jacques Frélaut|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|French|Paris",", 1981","Picasso, Pablo|Frélaut, Jacques|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,"1933, printed 1961",1961,1961,Drypoint,"plate: 11 x 7 in. (27.9 x 17.8 cm)
sheet: 17 5/8 x 12 15/16 in. (44.8 x 32.9 cm)","Gift of Reiss-Cohen Inc., 1983",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/360128,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1983.1212.30,False,False,360149,Drawings and Prints,Print,Nine Heads,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Jacques Frélaut|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|French|Paris",", 1981","Picasso, Pablo|Frélaut, Jacques|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,"1934, printed 1961",1961,1961,"Etching, drypoint, and sugar-lift aquatint","plate: 12 1/2 x 8 7/8 in. (31.8 x 22.5 cm)
sheet: 19 1/2 x 12 7/8 in. (49.5 x 32.7 cm)","Gift of Reiss-Cohen Inc., 1983",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/360149,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1979.620.34,False,False,360150,Drawings and Prints,Print,Bacchanal: Flutist and Dancers with Cymbals,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Hidalgo Arnéra|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Arnéra, Hidalgo|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1959,1959,1959,Linoleum cut,"block: 20 7/8 x 25 1/4 in. (53 x 64.1 cm)
sheet: 24 1/2 x 29 5/8 in. (62.2 x 75.2 cm)","The Mr. and Mrs. Charles Kramer Collection, Gift of Mr. and Mrs. Charles Kramer, 1979",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/360150,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1979.620.47,False,False,360151,Drawings and Prints,Print,"Variation on Manet's ""Le déjeuner sur l'herbe""",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Hidalgo Arnéra|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Arnéra, Hidalgo|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1961,1961,1961,Linoleum cut,"block: 20 7/8 x 25 1/4 in. (53 x 64.1 cm)
sheet: 24 1/2 x 29 5/8 in. (62.2 x 75.2 cm)","The Mr. and Mrs. Charles Kramer Collection, Gift of Mr. and Mrs. Charles Kramer, 1979",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/360151,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1079.4,False,False,360174,Drawings and Prints,Print,Woman in a Hat with Pompoms and a Printed Blouse,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,1962,1962,1962,Linoleum cut,"block: 24 3/4 x 20 7/8 in. (62.9 x 53 cm)
sheet: 30 x 24 1/2 in. (76.2 x 62.2 cm)","The Mr. and Mrs. Charles Kramer Collection, Gift of Mr. and Mrs. Charles Kramer, 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/360174,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1979.620.12,False,False,360229,Drawings and Prints,Print,Two Women with a Vase of Flowers,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Hidalgo Arnéra|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Arnéra, Hidalgo|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1959,1959,1959,Linoleum cut,"block: 20 7/8 x 25 1/4 in. (53 x 64.1 cm)
sheet: 24 1/2 x 29 5/8 in. (62.2 x 75.2 cm)","The Mr. and Mrs. Charles Kramer Collection, Gift of Mr. and Mrs. Charles Kramer, 1979",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/360229,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1982.1147,False,False,362965,Drawings and Prints,Book,U.A.P. 54,,,,,,Author|Author|Author|Author|Artist|Artist|Artist|Artist|Artist|Publisher,Published by,Dominique Baudart|Sylvette David|Gilles Le Lay|Paul Quéré|Pablo Picasso|Dominique Baudart|F. Belloni|Pignon|Robert Pérot|L'Union des Artes Plastiques,"French, active mid-20th century|French, active mid-20th century|French, active mid-20th century|French, active mid-20th century|Spanish, Malaga 1881–1973 Mougins, France|French, active mid-20th century|active mid-20th century|French, active mid-20th century|French, born Nuisement-sur-Coole 1931",", pl. 5|, pl. 3, 8|, pl. 4|, pl. 6|, pl. 7|, Vallauris","Baudart, Dominique|David, Sylvette|Le Lay, Gilles|Quéré, Paul|Picasso, Pablo|Baudart, Dominique|Belloni, F.|Pignon|Pérot, Robert|L'Union des Artes Plastiques",French|French|French|French|Spanish|French|French|French|French|French,1925      |1925      |1881      |1925      |1925      |1900      |1931      ,1950      |1975      |0020      |0020      |1973      |1950      |1975      |1999      |2031      ,1954,1954,1954,Linoleum cut,"block: 7 1/2 x 5 7/8 in. (19.1 x 14.9 cm)
sheet: 7 3/4 x 6 1/2 in. (19.7 x 16.5 cm)","The Mr. and Mrs. Charles Kramer Collection, Gift of Mr. and Mrs. Charles Kramer, 1982",,,,,,,,,,,,Books,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/362965,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
49.55.315,False,False,365957,Drawings and Prints,Print,Still Life with a Fruit Bowl,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Eugène Delâtre|Daniel-Henry Kahnweiler,"Spanish, Malaga 1881–1973 Mougins, France|French, Paris 1864–1938 Paris|German, 1884–1979",,"Picasso, Pablo|Delâtre, Eugène|Kahnweiler, Daniel-Henry",Spanish|French|German,1881      |1864      |1884      ,1973      |1938      |1979      ,"1908–9, printed 1911",1911,1911,Drypoint,"plate: 5 1/8 x 4 3/8 in. (13 x 11.1 cm)
sheet: 17 1/8 x 12 3/4 in. (43.5 x 32.4 cm)","Alfred Stieglitz Collection, 1949",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/365957,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
2004.532,False,False,366848,Drawings and Prints,Print,Nude,,,,,,Artist|Printer,Printed by,Pablo Picasso|Hidalgo Arnéra,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo|Arnéra, Hidalgo",Spanish|French,1881      ,1973      ,1962,1962,1962,Linoleum cut,"block: 20 3/4 x 25 in. (52.7 x 63.5 cm)
sheet: 24 1/2 x 29 3/4 in. (62.2 x 75.6 cm)","Gift of Myra and Sanford Kirschenbaum, 2004",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/366848,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1979.620.1,False,False,368300,Drawings and Prints,Print,Squab,,,,,,Artist,,Pablo Picasso,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo",Spanish,1881      ,1973      ,"ca. 1954–57, printed 1957",1949,1957,Linoleum cut,"block: 6 1/4 x 7 5/8 in. (15.9 x 19.4 cm)
sheet: 14 5/8 x 11 in. (37.1 x 27.9 cm)","The Mr. and Mrs. Charles Kramer Collection, Gift of Mr. and Mrs. Charles Kramer, 1979",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/368300,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1979.620.2,False,False,368301,Drawings and Prints,Print,Head of a Woman in Profile,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Hidalgo Arnéra|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Arnéra, Hidalgo|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1959,1959,1959,Linoleum cut,"block: 25 1/4 x 21 in. (64.1 x 53.3 cm)
sheet: 29 5/8 x 24 in. (75.2 x 61 cm)","The Mr. and Mrs. Charles Kramer Collection, Gift of Mr. and Mrs. Charles Kramer, 1979",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/368301,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1979.620.3,False,False,368302,Drawings and Prints,Print,Picador and Torero Awaiting the Parade of the Quadrille,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Hidalgo Arnéra|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Arnéra, Hidalgo|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1959,1959,1959,Linoleum cut,"block: 20 7/8 x 25 1/4 in. (53 x 64.1 cm)
sheet: 24 1/2 x 29 5/8 in. (62.2 x 75.2 cm)","The Mr. and Mrs. Charles Kramer Collection, Gift of Mr. and Mrs. Charles Kramer, 1979",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/368302,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1079.1,False,False,368442,Drawings and Prints,Print,"Portrait of a Woman, after Lucas Cranach II",,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Hidalgo Arnéra|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Arnéra, Hidalgo|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1958,1958,1958,Linoleum cut,"block: 25 1/2 x 21 in. (64.8 x 53.3 cm)
sheet: 30 1/2 x 22 1/2 in. (77.5 x 57.2 cm)","The Mr. and Mrs. Charles Kramer Collection, Gift of Mr. and Mrs. Charles Kramer, 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/368442,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1985.1079.2,False,False,368448,Drawings and Prints,Print,Jacqueline,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Hidalgo Arnéra|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Arnéra, Hidalgo|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1959,1959,1959,Linoleum cut,"block: 25 1/8 x 20 7/8 in. (63.8 x 53 cm)
sheet: 29 5/8 x 24 3/8 in. (75.2 x 61.9 cm)","The Mr. and Mrs. Charles Kramer Collection, Gift of Mr. and Mrs. Charles Kramer, 1985",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/368448,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1979.620.4,False,False,368453,Drawings and Prints,Print,Picador and Bull,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Hidalgo Arnéra|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Arnéra, Hidalgo|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1959,1959,1959,Linoleum cut,"block: 20 7/8 x 25 1/4 in. (53 x 64.1 cm)
sheet: 24 1/2 x 29 5/8 in. (62.2 x 75.2 cm)","The Mr. and Mrs. Charles Kramer Collection, Gift of Mr. and Mrs. Charles Kramer, 1979",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/368453,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1979.620.5,False,False,368454,Drawings and Prints,Print,The Lance,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Hidalgo Arnéra|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Arnéra, Hidalgo|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1959,1959,1959,Linoleum cut,"block: 20 7/8 x 25 1/8 in. (53 x 63.8 cm)
sheet: 24 1/2 x 29 1/2 in. (62.2 x 74.9 cm)","The Mr. and Mrs. Charles Kramer Collection, Gift of Mr. and Mrs. Charles Kramer, 1979",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/368454,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1979.620.6,False,False,368455,Drawings and Prints,Print,The Picador,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Hidalgo Arnéra|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Arnéra, Hidalgo|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1959,1959,1959,Linoleum cut,"block: 20 7/8 x 25 1/4 in. (53 x 64.1 cm)
sheet: 24 3/8 x 29 1/2 in. (61.9 x 74.9 cm)","The Mr. and Mrs. Charles Kramer Collection, Gift of Mr. and Mrs. Charles Kramer, 1979",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/368455,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1979.620.7,False,False,368456,Drawings and Prints,Print,Bull and Picador,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Hidalgo Arnéra|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Arnéra, Hidalgo|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1959,1959,1959,Linoleum cut,"block: 21 x 25 1/8 in. (53.3 x 63.8 cm)
sheet: 24 5/8 x 29 5/8 in. (62.5 x 75.2 cm)","The Mr. and Mrs. Charles Kramer Collection, Gift of Mr. and Mrs. Charles Kramer, 1979",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/368456,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1979.620.8,False,False,368457,Drawings and Prints,Print,The Lance II,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Hidalgo Arnéra|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Arnéra, Hidalgo|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1959,1959,1959,Linoleum cut,"block: 20 7/8 x 25 1/8 in. (53 x 63.8 cm)
sheet: 24 1/2 x 29 1/2 in. (62.2 x 74.9 cm)","The Mr. and Mrs. Charles Kramer Collection, Gift of Mr. and Mrs. Charles Kramer, 1979",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/368457,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1979.620.9,False,False,368458,Drawings and Prints,Print,Standing Picador with his Horse,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Hidalgo Arnéra|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Arnéra, Hidalgo|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1959,1959,1959,Linoleum cut,"block: 25 1/4 x 21 in. (64.1 x 53.3 cm)
sheet: 29 5/8 x 24 in. (75.2 x 61 cm)","The Mr. and Mrs. Charles Kramer Collection, Gift of Mr. and Mrs. Charles Kramer, 1979",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/368458,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1979.620.10,False,False,368459,Drawings and Prints,Print,Standing Picador with his Horse and a Woman,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Hidalgo Arnéra|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Arnéra, Hidalgo|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1959,1959,1959,Linoleum cut,"block: 25 1/4 x 21 in. (64.1 x 53.3 cm)
sheet: 29 3/4 x 24 1/4 in. (75.6 x 61.6 cm)","The Mr. and Mrs. Charles Kramer Collection, Gift of Mr. and Mrs. Charles Kramer, 1979",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/368459,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1979.620.11,False,False,368460,Drawings and Prints,Print,Bouquet in a Vase,,,,,,Artist|Printer|Publisher,Printed by|Published by,Pablo Picasso|Hidalgo Arnéra|Galerie Louise Leiris,"Spanish, Malaga 1881–1973 Mougins, France|Paris",,"Picasso, Pablo|Arnéra, Hidalgo|Leiris, Galerie Louise ",Spanish|French,1881      ,1973      ,1959,1959,1959,Linoleum cut,"image: 25 1/4 x 20 7/8 in. (64.1 x 53 cm)
sheet: 29 5/8 x 24 1/2 in. (75.2 x 62.2 cm)","The Mr. and Mrs. Charles Kramer Collection, Gift of Mr. and Mrs. Charles Kramer, 1979",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/368460,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
1979.620.13,False,False,368467,Drawings and Prints,Print,The Aubade with Sleeping Woman,,,,,,Artist|Printer,Printed by,Pablo Picasso|Hidalgo Arnéra,"Spanish, Malaga 1881–1973 Mougins, France",,"Picasso, Pablo|Arnéra, Hidalgo",Spanish|French,1881      ,1973      ,1959,1959,1959,Linoleum cut,"block: 20 7/8 x 25 1/8 in. (53 x 63.8 cm)
sheet: 24 1/2 x 29 5/8 in. (62.2 x 75.2 cm)","The Mr. and Mrs. Charles Kramer Collection, Gift of Mr. and Mrs. Charles Kramer, 1979",,,,,,,,,,,,Prints,"© 2017 Estate of Pablo Picasso / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/368467,5/15/2017 8:00:07 AM,"Metropolitan Museum of Art, New York, NY"
